N,static-1,static-8,static-16,static-32,dynamic-1,dynamic-8,dynamic-16,dynamic-32,guided-1,guided-8,guided-16,guided-32,auto
983,10,10,11,10,11,11,10,10,12,11,10,10,6
984,10,24,10,10,11,11,10,10,11,11,10,10,6
985,10,10,10,10,11,11,10,10,12,11,10,10,7
986,10,10,10,11,11,10,11,11,11,59,10,11,6
987,11,11,13,11,12,11,12,19,12,12,11,11,6
988,11,17,11,11,12,11,11,15,12,12,11,13,11
989,11,11,16,11,12,11,11,11,12,12,18,11,12
990,10,11,10,44,173,207,130,109,99,11,10,10,11
991,10,10,10,11,52,10,51,10,11,10,10,11,10
992,10,13,15,10,11,10,10,11,12,11,13,12,6
993,10,10,10,11,11,11,10,10,12,11,11,10,45
994,48,49,19,10,11,10,10,10,11,10,11,10,6
995,10,12,10,10,11,12,10,11,11,11,44,10,6
996,10,10,10,10,11,10,10,10,11,15,10,11,6
997,10,10,10,10,11,11,11,10,11,11,12,10,7
998,11,12,11,11,12,11,11,11,19,12,11,11,6
999,10,10,10,10,11,25,10,10,11,16,10,10,6
1000,11,10,10,10,11,10,23,10,11,12,11,11,6
1001,10,10,10,10,11,11,10,10,12,11,11,11,6
1002,10,10,10,14,18,10,10,10,11,11,11,12,7
1003,10,11,10,10,12,11,10,11,11,11,12,18,7
1004,10,10,10,10,11,11,10,10,11,11,11,10,12
1005,10,10,10,10,11,10,10,10,11,11,11,10,6
1006,11,36,68,10,11,10,10,10,12,11,13,11,8
1007,11,11,11,11,12,16,11,12,12,12,11,11,6
1008,12,11,11,11,12,12,11,19,13,11,11,11,10
1009,12,11,11,14,13,11,11,11,12,12,12,11,7
1010,11,11,11,11,12,11,11,11,12,17,11,11,7
1011,10,10,10,10,16,10,10,10,11,11,10,10,7
1012,10,11,17,10,11,11,10,12,11,11,14,10,6
1013,11,10,10,11,11,10,13,10,11,11,11,10,13
1014,10,95,95,10,17,10,10,11,11,11,11,14,33
1015,10,10,11,10,11,10,10,10,15,11,13,11,6
1016,10,10,10,10,11,10,10,11,39,11,11,12,6
1017,10,25,12,10,26,16,10,10,13,65,11,11,6
1018,13,11,10,10,11,10,10,10,11,17,11,10,8
1019,103,11,11,11,12,11,11,11,12,12,11,11,7
1020,11,11,11,11,14,11,12,11,12,34,17,11,6
1021,11,11,11,11,12,12,15,42,13,12,11,11,6
1022,12,10,10,10,11,10,10,11,12,17,11,12,7
1023,11,10,10,10,11,10,10,10,12,11,10,10,6
1024,10,11,10,10,11,38,10,10,12,11,11,10,7
1025,10,10,10,36,13,11,10,10,11,10,11,10,7
1026,10,11,10,10,11,10,10,10,11,15,11,10,7
1027,10,10,10,11,11,10,11,10,12,11,11,11,6
1028,10,11,10,14,12,10,10,11,11,11,11,10,6
1029,10,10,10,12,11,10,11,11,12,11,10,10,6
1030,11,11,11,11,12,11,11,18,12,12,12,11,7
1031,11,12,11,10,11,10,10,14,11,11,11,11,14
1032,10,10,10,10,15,10,20,10,11,11,11,10,7
1033,10,13,10,10,11,10,11,11,12,11,11,11,7
1034,10,10,10,10,11,13,10,10,12,11,11,11,7
1035,10,10,10,10,11,10,10,10,11,11,10,10,7
1036,10,11,10,10,11,10,10,23,13,11,11,10,6
1037,11,10,10,10,11,10,10,10,11,15,17,11,6
1038,11,10,10,10,11,11,11,11,11,11,11,10,13
1039,11,11,157,38,18,12,11,13,12,14,12,11,7
1040,11,11,11,11,13,11,11,11,12,12,12,11,6
1041,11,11,14,11,13,12,11,12,13,12,14,12,8
1042,11,11,11,11,15,11,11,11,12,64,11,11,7
1043,10,10,10,10,12,10,11,10,13,11,11,11,7
1044,10,10,10,10,11,74,38,10,11,11,11,10,7
1045,10,10,10,10,11,10,10,10,37,11,12,12,7
1046,10,10,10,10,11,11,10,77,15,11,11,10,7
1047,10,10,10,10,88,10,10,11,14,11,16,12,8
1048,11,11,11,10,11,10,10,23,12,11,11,11,6
1049,10,10,10,10,11,10,11,10,12,11,11,11,6
1050,10,11,10,10,11,13,11,25,12,11,12,11,6
1051,11,12,11,11,13,11,11,11,17,12,12,12,7
1052,26,11,11,12,12,11,11,11,12,12,19,13,6
1053,11,12,13,11,12,11,12,11,12,12,12,11,7
1054,10,10,10,10,11,11,10,10,12,11,11,10,14
1055,11,10,10,11,11,11,10,11,11,11,11,11,7
1056,12,10,10,11,11,27,10,10,12,11,11,15,7
1057,10,10,10,10,11,11,11,10,13,11,10,11,6
1058,11,12,11,11,11,10,10,10,12,13,12,11,11
1059,10,10,10,10,11,11,11,10,12,11,11,10,32
1060,10,10,10,10,12,12,10,10,12,11,11,11,7
1061,10,23,10,10,13,11,35,11,11,11,18,11,7
1062,11,13,11,11,13,11,11,11,12,12,13,12,20
1063,10,10,10,10,66,127,16,10,12,11,38,10,7
1064,14,10,10,10,11,11,11,10,13,11,11,35,7
1065,10,10,10,10,12,10,13,10,12,11,11,11,11
1066,10,10,10,10,11,12,10,10,13,11,11,10,7
1067,11,11,10,10,11,11,11,10,12,12,11,11,7
1068,11,10,11,10,12,11,10,11,12,88,25,11,8
1069,10,10,10,10,11,10,11,11,12,11,11,11,7
1070,10,10,10,22,11,15,10,12,11,11,11,11,7
1071,11,12,11,11,13,15,11,12,13,11,12,12,8
1072,11,12,11,17,12,11,11,15,12,12,12,11,6
1073,11,11,13,11,13,12,11,11,13,12,12,12,6
1074,11,11,11,11,13,12,12,11,13,13,14,12,6
1075,10,10,10,10,29,10,10,10,11,11,12,11,39
1076,10,11,11,10,11,11,10,11,12,11,11,14,7
1077,10,11,12,12,11,10,11,11,12,11,14,11,7
1078,10,10,11,11,12,10,11,11,12,11,11,11,7
1079,11,10,10,11,12,10,10,11,13,37,11,11,6
1080,17,18,11,10,12,11,11,10,12,11,11,11,6
1081,10,10,12,10,12,11,11,11,16,12,11,51,7
1082,10,10,10,11,11,12,11,11,12,11,11,11,7
1083,11,11,12,11,13,12,11,11,13,12,20,12,7
1084,12,58,11,11,13,11,38,11,12,12,12,11,7
1085,11,11,11,11,13,11,11,11,12,12,12,11,7
1086,11,12,10,10,14,11,23,15,12,11,11,11,9
1087,17,10,11,10,13,11,10,10,15,11,11,152,36
1088,15,11,17,10,11,10,10,11,12,11,17,11,8
1089,11,11,10,10,11,11,11,10,12,11,11,11,10
1090,11,10,11,11,12,11,12,10,12,11,12,11,7
1091,10,14,11,11,12,37,11,11,12,11,11,11,8
1092,11,11,11,12,11,11,11,11,12,11,11,11,8
1093,10,11,12,10,106,11,11,11,12,11,11,11,6
1094,11,11,11,11,13,12,12,11,12,12,12,11,7
1095,10,10,11,10,11,12,13,10,11,11,11,10,11
1096,10,10,11,10,12,10,11,10,12,12,11,10,7
1097,10,10,10,11,13,11,10,47,12,11,12,11,7
1098,11,10,11,12,12,10,11,11,14,11,11,11,7
1099,11,10,35,11,11,11,10,10,12,11,11,11,45
1100,10,11,11,10,12,12,12,10,12,11,11,10,7
1101,12,10,10,10,12,11,14,11,12,11,14,11,7
1102,10,10,10,10,12,11,11,17,12,11,11,11,7
1103,12,18,13,11,13,12,12,12,13,12,11,11,7
1104,11,11,11,11,13,11,12,11,13,12,22,11,7
1105,12,11,11,11,13,22,18,11,13,14,13,11,13
1106,11,11,13,21,19,11,18,18,12,14,12,18,7
1107,11,11,18,11,20,11,18,10,15,40,11,11,7
1108,18,10,10,10,12,11,11,11,12,11,11,10,7
1109,10,10,17,10,11,11,11,11,22,12,11,17,7
1110,10,10,47,10,12,22,11,10,12,11,12,11,6
1111,10,11,10,19,13,11,11,39,12,11,161,54,8
1112,11,10,10,11,12,11,11,11,12,11,11,11,7
1113,10,11,11,11,12,11,11,11,53,11,11,11,9
1114,11,11,11,11,12,11,12,11,12,11,11,15,6
1115,11,11,11,11,13,12,18,12,12,12,12,12,7
1116,11,34,12,11,13,12,11,11,13,12,12,100,11
1117,11,11,11,11,13,25,11,11,13,12,12,11,7
1118,11,10,30,11,12,10,11,10,12,11,11,11,7
1119,11,11,27,10,17,11,11,11,12,18,11,11,7
1120,11,12,11,10,12,11,11,12,16,12,12,11,7
1121,10,11,10,10,12,12,11,11,12,18,16,11,7
1122,12,10,11,11,12,11,11,11,12,11,11,11,7
1123,13,11,10,11,12,11,11,11,12,11,12,11,7
1124,11,11,11,11,12,11,12,11,12,20,12,11,7
1125,11,53,11,11,12,11,11,11,12,11,11,13,7
1126,12,11,12,11,13,12,12,12,13,12,12,12,9
1127,11,10,16,11,12,11,11,11,12,11,11,11,7
1128,11,11,11,10,19,11,10,11,12,12,11,11,7
1129,10,10,10,10,11,11,11,11,12,12,12,15,7
1130,11,11,11,11,12,11,11,31,12,17,11,11,7
1131,11,15,11,11,12,11,13,11,12,11,11,11,7
1132,11,10,11,11,12,12,11,11,12,11,11,11,7
1133,11,10,10,27,12,10,11,11,12,11,11,11,7
1134,11,11,23,10,12,11,11,11,12,16,11,11,7
1135,13,16,11,11,17,12,43,12,13,12,13,13,7
1136,12,142,51,16,13,12,12,12,13,12,36,12,7
1137,11,12,11,11,13,12,12,12,13,12,12,12,7
1138,12,12,12,12,14,12,12,11,13,66,17,13,7
1139,11,11,56,11,13,11,10,11,12,11,12,11,7
1140,11,11,11,11,14,11,11,144,17,12,11,11,74
1141,10,10,10,11,12,11,13,11,12,12,11,12,7
1142,11,11,10,17,13,11,11,11,12,11,11,16,7
1143,11,11,10,10,15,11,11,11,17,12,11,11,7
1144,11,12,10,11,12,11,11,11,13,11,11,11,7
1145,11,11,11,11,12,41,12,11,12,11,11,11,7
1146,11,11,11,11,13,14,12,11,12,13,11,17,9
1147,12,12,11,12,13,52,12,11,13,12,16,14,7
1148,12,11,12,11,13,12,12,50,13,12,12,13,7
1149,11,12,14,12,14,19,11,12,13,13,13,12,7
1150,11,11,11,10,13,11,10,11,12,11,12,11,7
1151,11,11,11,11,12,11,11,10,12,11,11,11,13
1152,11,11,11,16,12,10,11,11,12,13,11,15,7
1153,13,11,11,11,12,11,11,17,44,11,11,11,7
1154,11,11,10,10,12,11,11,12,13,11,11,11,7
1155,10,11,22,11,12,11,11,13,12,12,12,11,7
1156,11,10,27,11,21,11,11,11,18,11,11,11,7
1157,11,11,11,11,13,11,11,11,12,11,12,11,11
1158,11,11,13,12,13,12,12,12,13,14,15,12,7
1159,10,10,181,21,12,11,11,16,23,11,13,11,8
1160,11,10,10,11,12,11,11,11,12,12,11,16,7
1161,16,11,11,11,12,11,11,11,19,11,11,11,20
1162,11,17,10,11,12,13,11,11,12,12,11,11,7
1163,11,12,18,11,14,11,11,11,36,11,11,13,7
1164,11,11,11,11,103,11,14,13,12,12,11,18,7
1165,11,11,11,11,13,11,11,11,14,11,16,11,7
1166,43,11,11,10,12,11,11,11,17,12,12,11,8
1167,13,12,12,12,13,12,18,12,13,13,13,14,7
1168,12,11,19,12,13,12,12,11,14,12,14,12,7
1169,12,12,11,11,13,12,13,12,17,13,12,12,7
1170,12,11,12,12,15,12,12,12,13,12,19,12,7
1171,12,21,11,11,12,68,11,11,12,13,11,11,7
1172,11,11,11,12,12,11,11,11,13,11,11,11,7
1173,11,11,11,11,12,11,11,11,12,11,11,11,7
1174,10,11,11,11,18,11,13,18,12,11,12,11,7
1175,11,11,11,11,18,12,11,11,12,12,19,16,7
1176,11,11,11,11,12,11,11,11,12,16,11,11,7
1177,11,12,11,11,12,11,17,17,13,12,11,11,7
1178,11,11,11,11,12,11,11,11,13,12,11,11,7
1179,12,12,12,11,13,33,12,12,19,13,12,12,7
1180,12,12,11,12,14,14,14,12,13,12,13,12,7
1181,12,12,11,11,14,18,12,12,13,16,13,12,6
1182,11,11,11,13,12,11,11,11,13,12,11,11,7
1183,95,105,11,11,12,11,14,11,12,12,11,11,7
1184,12,13,11,11,12,12,14,11,12,12,12,11,7
1185,11,10,11,10,12,16,19,11,12,13,11,11,7
1186,11,11,15,12,13,11,11,11,19,12,12,36,7
1187,15,17,12,11,27,11,15,11,12,11,12,12,7
1188,11,11,105,11,12,18,11,13,48,11,11,29,7
1189,11,11,11,13,12,11,11,11,12,12,12,11,7
1190,12,26,11,11,16,12,12,12,13,13,12,13,7
1191,11,11,12,11,12,19,12,18,62,64,49,19,7
1192,11,11,11,12,12,11,11,11,12,12,12,15,7
1193,11,12,29,11,12,52,12,11,13,12,11,12,7
1194,11,11,11,14,12,11,18,11,12,12,11,11,7
1195,11,12,11,11,13,12,122,64,61,17,13,19,9
1196,15,12,12,11,12,11,11,12,17,12,11,11,7
1197,11,11,11,11,12,11,11,12,13,12,11,12,9
1198,11,17,11,11,12,11,15,16,12,12,11,12,7
1199,11,12,12,21,14,20,12,12,14,13,27,12,7
1200,12,15,12,15,13,20,16,12,13,12,74,12,7
1201,12,11,17,13,13,12,12,12,19,13,12,12,7
1202,12,12,12,12,13,12,12,13,13,12,12,12,7
1203,15,10,11,11,15,11,11,11,12,12,13,11,12
1204,11,11,11,161,40,12,18,11,12,11,12,18,13
1205,11,11,11,11,12,11,13,11,12,11,11,11,95
1206,11,12,13,24,12,11,11,16,12,11,12,11,7
1207,11,12,11,11,12,11,12,11,24,12,11,11,7
1208,12,11,11,13,12,11,11,12,13,12,12,11,7
1209,97,11,15,11,12,11,11,11,12,12,14,11,7
1210,11,11,11,11,12,11,11,15,12,12,12,12,7
1211,12,12,12,13,13,12,12,16,13,13,12,12,7
1212,12,12,12,12,14,20,12,12,13,12,12,12,7
1213,20,12,11,12,14,13,12,12,14,13,12,12,10
1214,11,11,11,11,12,11,11,12,12,12,12,12,7
1215,13,12,91,11,12,11,11,11,15,12,36,12,7
1216,11,11,11,13,12,11,11,11,12,12,13,11,7
1217,11,11,14,11,14,11,13,12,12,14,12,11,7
1218,11,11,11,18,13,11,11,12,12,12,11,15,7
1219,11,11,11,17,13,39,11,11,14,12,11,11,27
1220,11,11,11,11,12,11,11,11,12,12,12,11,7
1221,11,11,11,15,12,11,11,12,12,12,12,11,7
1222,12,12,14,12,14,12,13,12,34,12,12,13,7
1223,11,11,11,11,12,12,12,11,13,12,11,11,7
1224,11,38,11,11,12,15,11,12,13,12,11,12,7
1225,11,11,12,11,12,11,12,11,12,12,13,11,7
1226,12,11,11,15,12,12,12,11,12,12,12,11,7
1227,11,11,12,14,12,11,77,117,16,12,12,11,8
1228,11,17,11,11,12,11,11,11,13,12,12,11,7
1229,13,11,11,12,12,11,11,11,12,12,12,11,7
1230,11,11,11,11,12,12,11,11,17,12,11,11,12
1231,12,12,12,12,14,13,12,12,17,13,13,12,7
1232,13,12,11,12,14,13,24,12,41,75,12,12,7
1233,12,12,15,12,14,13,52,12,14,12,12,12,7
1234,12,12,12,12,16,12,13,12,13,13,13,12,11
1235,11,11,11,11,12,12,12,11,13,12,12,12,7
1236,11,12,12,11,14,11,12,11,12,12,12,11,7
1237,11,127,11,11,12,11,11,11,12,12,11,12,7
1238,11,11,12,11,12,12,11,13,12,12,12,12,7
1239,11,11,11,11,51,11,15,11,13,12,12,12,7
1240,11,11,11,11,13,11,11,11,14,13,12,13,7
1241,22,17,11,11,12,11,11,11,13,12,11,11,8
1242,11,11,13,17,12,11,13,11,12,13,12,11,7
1243,12,12,21,15,16,13,12,30,20,13,12,24,7
1244,12,12,22,12,17,22,12,12,13,13,23,13,7
1245,22,14,12,14,25,12,12,13,19,13,13,12,7
1246,17,11,11,27,12,12,11,11,12,15,12,19,7
1247,11,11,18,17,12,12,12,40,12,12,22,12,7
1248,11,11,18,14,12,11,21,11,43,12,12,11,7
1249,19,11,12,17,31,12,11,11,77,118,11,16,7
1250,11,11,12,12,12,11,11,11,12,12,11,11,7
1251,11,11,11,11,12,13,12,12,13,12,11,12,7
1252,14,12,11,11,12,11,11,11,12,49,13,12,7
1253,11,11,11,11,12,11,11,12,14,14,12,14,7
1254,26,12,19,12,13,13,13,13,63,54,13,12,13
1255,11,11,12,11,12,11,12,12,12,12,12,12,8
1256,11,11,15,11,12,11,11,11,12,12,12,12,7
1257,11,11,11,11,20,12,11,11,13,12,12,11,7
1258,11,11,11,12,13,11,15,15,12,12,11,51,7
1259,11,11,11,11,13,12,11,11,13,12,12,11,7
1260,11,11,11,11,13,11,11,11,13,12,18,12,7
1261,14,31,11,11,14,11,11,11,12,12,12,12,7
1262,11,11,11,15,12,12,24,14,13,12,12,11,7
1263,12,12,12,12,14,15,12,12,34,13,13,12,7
1264,12,12,12,12,14,12,12,12,13,13,12,12,7
1265,15,12,12,12,14,13,14,52,13,15,13,12,7
1266,12,12,12,12,14,12,12,15,13,13,12,16,8
1267,12,11,11,11,13,12,11,11,12,12,12,13,7
1268,11,19,11,13,13,12,11,11,12,12,11,11,7
1269,11,11,11,11,13,11,51,11,13,12,12,11,7
1270,11,11,11,11,12,11,11,12,13,12,23,12,7
1271,11,12,12,11,13,12,12,11,13,12,12,12,8
1272,24,11,11,11,13,12,15,11,12,12,12,13,7
1273,12,124,78,17,51,11,11,12,13,17,12,12,7
1274,12,11,11,11,13,12,11,11,41,14,13,12,7
1275,12,33,12,13,15,13,12,36,13,13,12,12,7
1276,12,12,12,12,14,12,13,12,13,14,13,12,11
1277,14,16,12,12,14,43,106,13,14,13,13,12,7
1278,36,11,16,22,12,11,11,11,12,12,13,11,7
1279,12,11,11,11,13,12,11,11,12,12,23,12,7
1280,12,11,48,11,13,12,11,12,12,12,20,14,7
1281,11,11,24,11,17,11,11,17,13,12,12,11,7
1282,11,12,11,11,13,12,11,11,12,12,12,11,17
1283,11,11,11,11,13,12,12,17,12,14,12,12,7
1284,17,11,11,11,13,12,15,15,13,12,12,12,7
1285,11,11,11,11,12,13,12,11,16,12,13,57,7
1286,12,13,12,12,14,12,12,12,13,13,13,12,7
1287,12,11,12,12,12,11,12,12,12,12,12,12,7
1288,12,12,12,11,19,11,12,12,14,12,22,12,8
1289,11,11,12,11,18,12,14,11,12,12,13,12,7
1290,11,11,11,11,13,12,12,11,53,17,12,12,7
1291,13,11,14,11,12,11,11,11,18,12,12,11,7
1292,11,11,11,12,12,12,34,11,14,12,45,11,7
1293,11,11,12,12,13,13,12,11,13,13,12,12,7
1294,11,12,15,12,13,11,11,12,12,12,12,12,7
1295,12,13,12,13,14,163,38,12,14,13,13,12,7
1296,12,13,12,13,14,13,14,12,13,13,13,13,7
1297,12,12,12,12,14,12,12,26,28,13,13,32,7
1298,12,16,13,14,14,13,13,12,14,13,13,13,7
1299,11,13,11,11,13,12,19,17,13,12,13,12,7
1300,11,11,79,28,17,11,11,12,13,15,12,12,7
1301,11,12,11,11,13,25,11,11,13,12,26,13,7
1302,11,11,11,11,13,12,12,12,16,12,13,12,7
1303,11,13,11,11,13,12,58,11,14,17,12,12,7
1304,11,11,11,11,16,12,12,12,13,12,12,12,7
1305,15,11,13,11,13,11,13,11,13,12,12,12,7
1306,12,11,12,12,13,11,12,12,12,12,12,12,7
1307,14,13,12,19,14,13,16,13,14,13,13,13,7
1308,13,13,12,12,14,13,14,19,15,15,13,12,7
1309,12,12,12,12,14,19,13,13,14,13,13,13,17
1310,11,11,11,12,13,12,11,11,13,19,12,12,7
1311,11,51,11,12,13,12,12,11,13,13,39,12,7
1312,11,15,11,12,13,12,14,11,13,12,13,12,7
1313,11,19,11,12,13,12,11,11,13,12,12,12,7
1314,12,11,11,12,13,12,12,11,51,12,14,12,7
1315,20,12,11,11,13,12,11,12,13,12,14,12,7
1316,20,11,11,11,13,11,11,14,13,12,12,12,7
1317,15,11,12,11,13,12,12,12,13,12,12,12,14
1318,13,12,165,39,15,12,13,12,14,13,13,12,7
1319,11,11,11,12,13,11,11,12,13,12,12,12,7
1320,11,11,12,11,17,16,12,12,13,12,24,12,7
1321,12,14,11,11,12,18,20,11,13,12,12,12,7
1322,11,11,11,11,13,12,12,11,13,12,12,12,8
1323,11,11,12,105,19,12,11,18,13,12,12,14,12
1324,11,11,12,11,13,11,11,12,13,12,12,12,13
1325,11,18,11,13,14,11,11,12,16,12,12,15,7
1326,12,12,11,11,12,12,12,12,13,14,12,14,7
1327,12,12,13,13,14,13,13,12,14,13,48,13,7
1328,12,13,12,13,14,13,13,13,14,13,13,17,7
1329,12,31,12,13,14,13,13,14,14,13,13,13,7
1330,12,13,12,12,18,21,13,13,14,18,13,12,7
1331,11,11,16,13,13,14,12,11,13,12,12,12,7
1332,12,12,12,11,13,12,12,11,14,12,12,15,13
1333,11,11,11,11,12,12,12,12,12,12,12,15,7
1334,12,11,11,11,13,12,12,12,13,12,12,12,7
1335,11,12,12,13,17,12,12,12,13,12,12,30,7
1336,24,11,11,11,13,13,12,12,13,12,12,12,10
1337,14,13,12,11,13,12,12,12,13,13,12,12,7
1338,12,12,11,11,13,12,12,12,13,12,12,12,7
1339,12,12,13,12,14,61,13,13,14,13,13,13,7
1340,24,13,12,12,14,13,13,13,14,13,13,113,125
1341,17,12,12,12,14,14,13,24,20,13,14,13,7
1342,11,12,12,11,13,11,11,11,13,12,12,12,7
1343,12,12,12,18,13,14,11,12,13,12,12,17,8
1344,12,12,11,11,13,12,12,12,13,13,13,12,8
1345,11,13,18,12,13,12,12,12,13,12,12,12,7
1346,102,14,12,11,13,12,12,12,13,13,13,12,7
1347,11,12,11,12,13,12,12,12,13,13,12,12,7
1348,12,12,12,12,13,12,12,13,14,13,12,12,7
1349,11,12,12,11,13,12,13,12,14,16,12,12,8
1350,13,13,12,12,15,13,13,13,16,13,13,13,7
1351,12,12,11,13,18,12,11,13,13,13,12,12,7
1352,12,11,11,11,13,12,12,22,13,12,12,12,7
1353,11,11,12,12,44,15,12,13,19,43,12,12,7
1354,11,11,11,12,14,14,12,12,13,12,12,12,7
1355,18,11,11,12,17,12,12,12,13,12,12,12,9
1356,11,11,11,12,13,14,12,12,13,12,13,12,7
1357,11,12,12,11,13,12,12,12,13,12,12,12,7
1358,12,12,12,11,66,12,12,12,13,13,13,13,7
1359,13,13,23,14,15,13,13,13,16,13,14,13,8
1360,13,13,13,12,15,13,20,13,31,13,21,13,8
1361,12,14,12,12,14,15,13,12,14,13,13,13,7
1362,12,12,13,12,15,13,13,13,14,13,17,13,7
1363,13,12,11,12,13,12,12,11,13,12,12,13,7
1364,123,77,11,11,13,12,12,12,13,17,12,12,7
1365,12,19,11,11,13,12,12,12,13,12,12,12,7
1366,12,13,12,12,13,12,12,18,13,13,12,12,12
1367,12,12,12,13,13,12,12,12,13,13,13,12,8
1368,12,13,12,12,13,12,12,12,13,13,13,12,7
1369,12,42,70,12,17,13,12,11,13,13,12,13,7
1370,11,12,13,12,13,12,12,12,13,12,13,12,7
1371,13,12,13,13,14,15,15,17,19,13,13,19,7
1372,12,12,19,12,14,13,13,14,15,16,14,13,13
1373,13,12,12,13,14,13,13,13,14,14,13,13,7
1374,12,12,11,13,13,12,12,12,13,13,13,49,8
1375,12,11,12,12,14,12,13,12,13,13,12,12,7
1376,12,12,12,16,13,12,12,12,15,13,12,12,7
1377,12,12,12,12,13,17,12,15,13,12,12,12,28
1378,12,12,11,12,13,13,13,12,13,13,13,12,7
1379,12,19,12,12,14,12,12,12,14,19,12,13,9
1380,12,12,12,12,23,13,12,12,15,13,13,19,66
1381,11,11,12,24,13,12,12,21,13,13,24,12,8
1382,14,13,12,17,18,13,13,13,14,39,18,23,8
1383,12,12,12,26,13,12,23,12,13,12,13,12,17
1384,12,12,18,12,13,12,12,18,13,12,12,27,7
1385,13,23,12,12,13,12,23,12,13,12,19,12,7
1386,12,152,60,18,13,13,12,12,13,13,12,12,7
1387,12,13,12,12,13,12,12,12,13,12,12,12,8
1388,12,12,12,12,18,12,12,12,13,13,12,12,7
1389,11,16,13,12,13,12,12,26,13,13,12,12,12
1390,12,37,12,12,13,12,12,40,13,12,12,105,8
1391,13,12,13,18,17,13,13,19,14,13,13,13,7
1392,13,13,25,13,15,13,15,13,14,14,13,13,7
1393,12,16,13,13,15,13,13,13,16,13,13,13,8
1394,12,13,14,16,15,13,13,13,14,13,13,23,7
1395,16,12,12,12,13,19,12,12,13,12,12,12,7
1396,23,12,12,13,13,12,12,12,14,13,13,13,7
1397,13,12,12,12,13,12,12,12,20,13,12,16,7
1398,12,12,12,12,13,12,13,13,13,13,12,12,8
1399,12,13,12,18,14,12,12,12,14,12,12,13,7
1400,12,12,12,12,13,12,12,12,13,13,13,12,7
1401,12,18,12,12,13,12,12,12,13,30,13,12,7
1402,12,12,18,12,13,12,12,12,33,16,12,12,8
1403,13,13,13,13,16,13,13,49,16,14,13,13,7
1404,13,13,25,13,21,13,13,13,15,22,19,14,7
1405,13,18,13,12,15,14,14,13,15,58,13,14,25
1406,12,12,12,12,13,13,12,12,13,13,12,13,11
1407,12,12,12,16,14,12,12,12,14,13,13,16,13
1408,90,102,18,12,13,12,12,12,13,12,13,12,7
1409,12,25,12,13,13,12,12,12,13,13,19,12,7
1410,13,12,12,13,13,12,12,12,13,12,13,12,7
1411,16,13,12,12,13,12,58,14,13,13,12,13,15
1412,12,12,12,12,14,12,13,12,13,13,102,14,7
1413,14,12,12,12,18,12,12,13,14,14,12,12,7
1414,12,50,13,12,20,13,13,13,14,13,13,13,8
1415,11,15,12,12,13,12,12,12,13,13,12,12,9
1416,12,15,12,14,15,12,12,12,15,13,12,12,7
1417,19,18,16,11,13,12,12,12,13,13,13,12,7
1418,12,12,12,12,13,14,12,66,13,12,18,13,7
1419,18,12,12,12,13,13,13,12,14,16,12,12,8
1420,11,12,37,12,14,12,13,12,13,12,14,14,8
1421,12,12,12,12,14,12,12,24,13,12,12,14,7
1422,12,12,12,12,13,12,28,12,13,12,12,12,14
1423,13,13,13,13,15,13,13,13,14,14,14,13,7
1424,13,18,13,13,15,17,14,13,14,14,13,14,7
1425,57,19,12,13,17,13,29,13,15,21,14,14,7
1426,16,13,13,13,15,17,20,13,14,14,14,47,8
1427,12,13,12,12,13,12,12,12,13,13,12,12,10
1428,12,12,12,12,13,13,12,12,14,16,13,12,7
1429,22,12,12,12,13,13,12,13,14,13,41,159,8
1430,12,12,55,11,13,12,12,12,13,13,13,12,56
1431,12,12,12,11,13,12,12,12,13,12,13,12,7
1432,12,14,12,12,14,62,13,12,13,12,12,12,8
1433,38,14,13,12,14,12,12,12,14,13,13,13,7
1434,12,12,75,35,19,12,12,12,14,13,13,13,7
1435,19,14,13,13,15,22,13,44,14,14,13,13,8
1436,13,13,12,13,18,13,13,13,14,14,13,13,8
1437,17,13,12,13,23,18,13,13,14,13,13,14,8
1438,12,12,12,11,13,12,12,13,13,13,13,12,8
1439,12,12,12,12,13,12,12,12,13,13,15,17,8
1440,12,12,12,12,13,24,12,12,15,13,13,13,8
1441,12,17,12,12,26,12,12,12,14,13,12,12,7
1442,12,12,13,14,14,12,12,12,13,13,12,12,8
1443,12,12,15,12,20,12,12,12,13,13,12,12,8
1444,12,12,12,15,13,12,12,13,16,13,13,16,12
1445,12,16,12,12,13,12,12,12,13,12,13,12,8
1446,46,13,12,13,15,14,13,13,14,14,13,14,9
1447,13,12,12,12,14,12,12,12,14,13,13,13,7
1448,12,12,12,14,13,31,17,12,13,13,12,12,7
1449,12,14,12,12,15,13,14,12,13,13,13,12,7
1450,12,12,12,12,14,12,12,12,16,13,12,12,7
1451,12,12,20,17,13,12,12,12,13,13,122,80,9
1452,12,12,36,12,13,12,12,12,13,13,13,13,7
1453,12,12,12,12,14,14,12,12,13,13,13,13,10
1454,12,12,34,12,14,13,12,16,15,13,50,12,7
1455,13,12,13,13,15,13,14,16,14,14,13,13,8
1456,13,13,13,13,15,18,93,19,14,14,13,14,7
1457,13,13,13,13,15,14,14,15,15,14,13,13,7
1458,13,13,13,13,15,21,13,13,18,13,13,14,7
1459,12,18,12,12,19,45,12,12,14,15,22,13,7
1460,13,12,12,12,13,12,12,12,15,13,13,12,7
1461,15,12,12,12,13,12,12,12,71,13,12,12,8
1462,30,12,18,13,14,12,12,12,14,13,13,12,7
